"rows";"cols";"tiles";"n_tiles"
"33";"17";"[[4, 1], [6, 1], [8, 1], [9, 1], [9, 1], [9, 1], [9, 1], [12, 1], [3, 2], [6, 2], [6, 2], [9, 2], [10, 2], [9, 3], [9, 3], [5, 4], [8, 4], [8, 4], [13, 5], [16, 14]]";"20"
"36";"33";"[[1, 1], [2, 1], [3, 1], [3, 1], [7, 1], [9, 1], [16, 1], [33, 1], [35, 1], [35, 1], [4, 2], [5, 2], [11, 2], [10, 4], [25, 4], [11, 6], [35, 6], [24, 8], [12, 10], [23, 12]]";"20"
"30";"10";"[[3, 1], [3, 1], [5, 1], [6, 1], [9, 1], [9, 1], [9, 1], [11, 1], [14, 1], [16, 1], [16, 1], [16, 1], [2, 2], [3, 2], [16, 2], [3, 3], [4, 3], [6, 3], [10, 3], [9, 8]]";"20"
"39";"19";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [6, 1], [6, 1], [9, 1], [12, 1], [13, 1], [17, 1], [13, 3], [13, 4], [18, 4], [13, 5], [13, 5], [17, 6], [18, 15]]";"20"
"33";"15";"[[1, 1], [1, 1], [1, 1], [3, 1], [3, 1], [9, 1], [10, 1], [10, 1], [15, 1], [16, 1], [17, 1], [9, 2], [9, 2], [17, 2], [17, 2], [7, 3], [8, 3], [9, 3], [9, 7], [17, 10]]";"20"
"36";"15";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [8, 1], [8, 1], [9, 1], [10, 1], [12, 1], [13, 1], [35, 1], [4, 2], [9, 2], [10, 2], [16, 4], [19, 4], [35, 7]]";"20"
"30";"40";"[[1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [7, 1], [9, 1], [13, 1], [16, 1], [16, 1], [3, 2], [10, 2], [13, 2], [30, 6], [9, 7], [14, 7], [26, 7], [10, 8], [20, 8], [35, 9]]";"20"
"16";"23";"[[2, 1], [3, 1], [3, 1], [3, 1], [7, 1], [2, 2], [4, 2], [6, 2], [6, 2], [8, 2], [5, 3], [5, 3], [6, 3], [12, 3], [4, 4], [6, 4], [8, 4], [9, 4], [14, 4], [10, 5]]";"20"
"30";"14";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [8, 1], [8, 1], [13, 1], [13, 1], [4, 2], [5, 3], [7, 3], [5, 4], [7, 6], [13, 6], [14, 12]]";"20"
"20";"17";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [5, 1], [10, 1], [5, 2], [10, 2], [3, 3], [5, 3], [6, 3], [4, 4], [12, 4], [11, 6], [10, 10]]";"20"
"35";"33";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [5, 1], [7, 1], [9, 1], [15, 1], [16, 1], [17, 2], [33, 2], [33, 4], [33, 4], [33, 11], [33, 11]]";"20"
"40";"12";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [5, 1], [39, 1], [3, 2], [36, 2], [6, 3], [33, 3], [7, 6], [30, 6]]";"20"
"25";"18";"[[1, 1], [4, 1], [4, 1], [6, 1], [6, 1], [8, 1], [8, 1], [8, 1], [16, 1], [16, 1], [16, 1], [9, 2], [8, 3], [9, 3], [7, 4], [8, 4], [7, 5], [7, 7], [9, 8], [9, 8]]";"20"
"12";"37";"[[1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [3, 1], [4, 1], [4, 1], [6, 1], [6, 1], [14, 1], [14, 1], [33, 1], [3, 2], [13, 2], [37, 2], [37, 2], [37, 2], [6, 3], [26, 3]]";"20"
"32";"11";"[[1, 1], [2, 1], [4, 1], [4, 1], [6, 1], [7, 1], [7, 1], [9, 1], [11, 1], [16, 1], [4, 2], [4, 2], [7, 2], [16, 2], [16, 2], [4, 4], [7, 4], [16, 4], [7, 5], [8, 6]]";"20"
"35";"20";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [4, 1], [5, 1], [6, 1], [7, 1], [7, 1], [25, 1], [30, 1], [33, 1], [34, 1], [34, 1], [34, 1], [25, 6], [7, 7], [34, 8]]";"20"
"25";"28";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [5, 1], [5, 1], [5, 1], [5, 1], [9, 1], [16, 1], [28, 1], [6, 4], [8, 7], [28, 8], [19, 16]]";"20"
"38";"25";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [19, 1], [10, 2], [23, 2], [24, 2], [23, 3], [4, 4], [5, 4], [10, 4], [16, 4], [10, 6], [11, 7], [16, 7], [19, 9], [15, 12]]";"20"
"10";"32";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [4, 1], [6, 1], [8, 1], [17, 1], [22, 1], [22, 1], [4, 2], [18, 3], [7, 4], [32, 4]]";"20"
"26";"29";"[[1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [5, 1], [6, 1], [10, 1], [10, 1], [10, 1], [4, 3], [6, 3], [6, 4], [10, 4], [16, 4], [16, 4], [10, 5], [6, 6], [10, 6], [21, 16]]";"20"
"35";"13";"[[1, 1], [1, 1], [1, 1], [3, 1], [4, 1], [6, 1], [6, 1], [7, 1], [9, 1], [9, 1], [11, 1], [13, 1], [25, 1], [25, 1], [11, 2], [13, 2], [34, 3], [11, 5], [13, 5], [8, 8]]";"20"
"23";"32";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [5, 1], [6, 1], [7, 1], [7, 1], [31, 1], [2, 2], [4, 2], [11, 4], [20, 4], [7, 5], [7, 7], [15, 7], [31, 11]]";"20"
"32";"32";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [7, 1], [16, 1], [18, 1], [13, 2], [16, 2], [18, 2], [9, 4], [16, 4], [18, 4], [16, 5], [14, 9], [31, 16]]";"20"
"27";"22";"[[1, 1], [2, 1], [3, 1], [6, 1], [7, 1], [8, 1], [8, 1], [11, 1], [13, 1], [13, 1], [3, 2], [3, 2], [10, 2], [13, 2], [8, 3], [11, 3], [16, 6], [8, 7], [9, 7], [16, 12]]";"20"
"13";"38";"[[1, 1], [3, 1], [4, 1], [4, 1], [5, 1], [5, 1], [9, 1], [22, 1], [4, 2], [5, 2], [9, 2], [13, 2], [24, 2], [24, 2], [3, 3], [10, 3], [12, 3], [4, 4], [6, 4], [28, 6]]";"20"
"12";"37";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [5, 1], [10, 1], [10, 1], [10, 1], [17, 1], [18, 1], [20, 1], [33, 1], [37, 1], [10, 2], [37, 2], [37, 2], [5, 4], [6, 4], [16, 4]]";"20"
"38";"22";"[[2, 1], [10, 1], [12, 1], [18, 1], [19, 1], [24, 1], [24, 1], [37, 1], [37, 1], [37, 1], [3, 2], [4, 2], [5, 2], [6, 2], [8, 2], [14, 2], [14, 2], [37, 2], [14, 4], [27, 14]]";"20"
"37";"31";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [6, 1], [12, 1], [17, 1], [18, 1], [24, 1], [5, 2], [7, 2], [14, 2], [16, 2], [16, 2], [34, 2], [16, 3], [36, 4], [18, 7], [33, 17]]";"20"
"20";"15";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [6, 1], [6, 1], [7, 1], [4, 3], [16, 15]]";"20"
"36";"14";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [4, 1], [6, 1], [6, 1], [6, 1], [8, 1], [11, 1], [11, 1], [13, 1], [35, 1], [35, 1], [11, 4], [8, 5], [13, 5], [35, 6]]";"20"
"10";"26";"[[1, 1], [1, 1], [2, 1], [4, 1], [6, 1], [7, 1], [7, 1], [7, 1], [8, 1], [9, 1], [2, 2], [2, 2], [4, 2], [5, 2], [6, 2], [6, 2], [7, 2], [17, 2], [5, 4], [18, 5]]";"20"
"21";"15";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [4, 1], [4, 1], [5, 1], [12, 1], [14, 1], [16, 1], [3, 2], [16, 2], [13, 3], [8, 4], [11, 4], [12, 8]]";"20"
"17";"10";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [6, 1], [8, 1], [9, 1], [10, 1], [12, 1], [13, 1], [14, 1], [4, 2], [7, 2], [12, 2], [16, 2]]";"20"
"27";"39";"[[4, 1], [4, 1], [4, 1], [8, 1], [8, 1], [16, 1], [4, 2], [10, 2], [10, 2], [11, 2], [15, 2], [7, 4], [7, 4], [10, 5], [9, 6], [7, 7], [10, 7], [9, 9], [15, 11], [24, 16]]";"20"
"30";"10";"[[2, 1], [2, 1], [4, 1], [4, 1], [9, 1], [9, 1], [9, 1], [10, 1], [2, 2], [3, 2], [4, 2], [4, 2], [5, 2], [9, 2], [14, 2], [3, 3], [6, 4], [10, 4], [8, 6], [8, 6]]";"20"
"16";"39";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [5, 1], [8, 1], [19, 1], [25, 1], [39, 1], [3, 2], [7, 2], [10, 2], [16, 2], [39, 3], [10, 6], [9, 7], [8, 8], [14, 10]]";"20"
"20";"24";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [4, 1], [4, 1], [6, 1], [11, 1], [11, 1], [17, 1], [20, 1], [3, 2], [7, 2], [9, 2], [17, 2], [8, 3], [14, 3], [20, 13]]";"20"
"23";"34";"[[1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [5, 1], [7, 1], [9, 1], [15, 1], [18, 1], [20, 1], [2, 2], [2, 2], [4, 2], [20, 4], [9, 7], [33, 16]]";"20"
"30";"23";"[[1, 1], [1, 1], [8, 1], [16, 1], [20, 1], [2, 2], [3, 2], [3, 2], [4, 2], [9, 2], [14, 2], [15, 2], [10, 3], [14, 3], [15, 3], [8, 5], [8, 5], [20, 7], [9, 8], [15, 9]]";"20"
"13";"20";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [5, 1], [7, 1], [9, 1], [4, 2], [5, 2], [5, 2], [5, 2], [20, 2], [15, 3], [16, 3], [13, 4]]";"20"
"18";"33";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [5, 1], [6, 1], [8, 1], [20, 1], [20, 1], [4, 2], [8, 2], [14, 2], [3, 3], [3, 3], [4, 3], [13, 5], [14, 13], [14, 14]]";"20"
"36";"37";"[[1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [9, 1], [13, 1], [13, 1], [15, 1], [13, 3], [8, 4], [8, 4], [24, 4], [24, 6], [11, 10], [35, 23]]";"20"
"11";"14";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [5, 1], [5, 1], [5, 2], [11, 2], [3, 3], [4, 3], [4, 3], [5, 4], [9, 4]]";"20"
"38";"32";"[[1, 1], [3, 1], [8, 1], [9, 1], [18, 1], [18, 1], [19, 1], [20, 1], [27, 1], [35, 1], [7, 2], [10, 2], [10, 3], [11, 3], [16, 3], [37, 4], [37, 5], [35, 6], [17, 10], [20, 10]]";"20"
"29";"28";"[[1, 1], [1, 1], [1, 1], [3, 1], [3, 1], [3, 1], [4, 1], [5, 1], [8, 1], [8, 1], [8, 1], [15, 1], [16, 1], [16, 1], [28, 1], [16, 2], [28, 2], [16, 3], [28, 9], [19, 16]]";"20"
"34";"36";"[[1, 1], [1, 1], [1, 1], [2, 1], [9, 1], [10, 1], [10, 1], [10, 1], [22, 1], [36, 1], [6, 2], [30, 2], [36, 2], [4, 3], [10, 4], [26, 4], [33, 4], [10, 6], [26, 9], [36, 11]]";"20"
"29";"17";"[[1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [13, 1], [16, 1], [16, 1], [16, 1], [16, 1], [2, 2], [9, 2], [16, 2], [16, 2], [4, 3], [16, 3], [7, 4], [16, 6], [12, 11]]";"20"
"19";"26";"[[2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [6, 1], [8, 1], [9, 1], [14, 1], [16, 1], [16, 1], [26, 1], [7, 2], [9, 2], [14, 2], [26, 2], [8, 3], [7, 4], [13, 5], [13, 12]]";"20"
"19";"36";"[[1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [6, 1], [9, 1], [11, 1], [16, 1], [3, 2], [5, 2], [9, 2], [11, 2], [11, 2], [15, 3], [25, 4], [10, 5], [11, 5], [25, 12]]";"20"
"36";"37";"[[1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [8, 1], [8, 1], [8, 1], [8, 1], [16, 1], [17, 1], [21, 1], [25, 1], [25, 1], [35, 1], [24, 2], [17, 4], [17, 4], [18, 9], [35, 23]]";"20"
"30";"27";"[[1, 1], [3, 1], [4, 1], [4, 1], [4, 1], [4, 1], [4, 1], [4, 1], [10, 1], [11, 1], [11, 1], [4, 2], [10, 2], [11, 2], [14, 2], [13, 4], [23, 5], [14, 8], [14, 10], [23, 11]]";"20"
"23";"34";"[[2, 1], [5, 1], [5, 1], [7, 1], [7, 1], [7, 1], [10, 1], [10, 1], [16, 1], [7, 2], [10, 2], [21, 2], [7, 3], [10, 3], [7, 4], [6, 5], [7, 6], [16, 6], [16, 6], [21, 14]]";"20"
"12";"33";"[[1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [5, 1], [5, 1], [6, 1], [6, 1], [6, 1], [10, 1], [16, 1], [17, 1], [2, 2], [5, 2], [5, 2], [33, 3], [7, 5], [6, 6], [20, 6]]";"20"
"36";"37";"[[2, 1], [2, 1], [2, 1], [3, 1], [6, 1], [15, 1], [18, 1], [25, 1], [35, 1], [6, 2], [6, 2], [9, 2], [16, 2], [20, 2], [3, 3], [24, 3], [35, 6], [27, 9], [24, 10], [24, 14]]";"20"
"38";"17";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [4, 1], [5, 1], [10, 1], [30, 1], [37, 1], [4, 3], [4, 4], [6, 4], [16, 6], [17, 6], [33, 9]]";"20"
"33";"13";"[[1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [6, 1], [8, 1], [16, 1], [16, 1], [4, 2], [4, 3], [5, 4], [6, 4], [12, 4], [16, 5], [12, 6], [13, 8]]";"20"
"21";"14";"[[1, 1], [1, 1], [2, 1], [4, 1], [4, 1], [4, 1], [4, 1], [5, 1], [5, 1], [5, 1], [6, 1], [11, 1], [16, 1], [2, 2], [3, 2], [5, 4], [6, 4], [7, 5], [12, 5], [11, 7]]";"20"
"34";"19";"[[1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [10, 1], [13, 1], [15, 1], [27, 1], [27, 1], [28, 1], [28, 1], [28, 2], [6, 3], [6, 3], [6, 4], [10, 5], [8, 6], [18, 6], [28, 6]]";"20"
"28";"38";"[[1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [8, 1], [12, 1], [16, 1], [3, 2], [6, 2], [13, 2], [34, 2], [16, 3], [20, 3], [26, 4], [14, 8], [20, 9], [14, 10], [26, 10]]";"20"
"27";"16";"[[1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [6, 1], [8, 1], [9, 1], [9, 1], [9, 1], [9, 1], [16, 1], [3, 2], [16, 3], [16, 3], [9, 4], [16, 4], [16, 5], [9, 8]]";"20"
"24";"37";"[[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [6, 1], [7, 1], [8, 1], [11, 1], [16, 1], [16, 1], [4, 2], [6, 2], [8, 2], [12, 2], [14, 4], [8, 5], [8, 8], [9, 8], [32, 16]]";"20"
"20";"34";"[[1, 1], [3, 1], [5, 1], [6, 1], [9, 1], [9, 1], [11, 1], [11, 1], [21, 1], [11, 2], [11, 2], [24, 2], [8, 3], [9, 4], [16, 4], [33, 4], [5, 5], [6, 5], [9, 6], [21, 7]]";"20"
"24";"31";"[[2, 1], [3, 1], [4, 1], [5, 1], [8, 1], [12, 1], [14, 1], [16, 1], [16, 1], [30, 1], [30, 2], [30, 2], [13, 3], [16, 3], [5, 5], [11, 5], [14, 5], [7, 7], [9, 7], [15, 11]]";"20"
"19";"18";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [6, 1], [7, 1], [7, 1], [8, 1], [8, 1], [16, 1], [8, 2], [8, 3], [8, 4], [9, 4], [13, 7], [9, 9]]";"20"
"25";"23";"[[1, 1], [2, 1], [3, 1], [4, 1], [6, 1], [8, 1], [8, 1], [9, 1], [9, 1], [6, 2], [9, 2], [6, 3], [9, 4], [9, 4], [9, 5], [9, 6], [11, 6], [16, 6], [9, 7], [9, 9]]";"20"
"24";"10";"[[1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [5, 1], [6, 1], [6, 1], [16, 1], [16, 1], [16, 1], [16, 1], [2, 2], [3, 2], [5, 2], [8, 2], [5, 3], [15, 6]]";"20"
"21";"11";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [4, 1], [5, 1], [5, 1], [7, 1], [7, 1], [7, 1], [2, 2], [2, 2], [7, 4], [5, 5], [7, 6], [9, 9]]";"20"
"30";"36";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [5, 1], [8, 1], [12, 1], [5, 2], [5, 3], [14, 11], [20, 14], [36, 16]]";"20"
"17";"17";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [5, 1], [5, 1], [6, 1], [6, 1], [13, 1], [16, 1], [8, 2], [16, 2], [16, 4], [8, 6], [8, 7]]";"20"
"16";"37";"[[1, 1], [1, 1], [1, 1], [3, 1], [3, 1], [4, 1], [6, 1], [6, 1], [7, 1], [8, 1], [15, 1], [15, 1], [2, 2], [2, 2], [10, 2], [20, 2], [22, 2], [33, 3], [22, 8], [15, 9]]";"20"
"15";"23";"[[1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [6, 1], [6, 1], [7, 1], [15, 1], [3, 2], [3, 2], [7, 2], [7, 3], [5, 4], [7, 4], [12, 4], [16, 4], [6, 5], [10, 6]]";"20"
"16";"17";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [5, 1], [13, 1], [14, 1], [14, 1], [5, 2], [7, 3], [17, 3], [17, 7]]";"20"
"35";"26";"[[1, 1], [4, 1], [6, 1], [8, 1], [13, 1], [15, 1], [22, 1], [34, 1], [34, 1], [16, 2], [18, 2], [22, 2], [22, 2], [4, 4], [9, 4], [8, 6], [13, 8], [15, 8], [22, 8], [13, 9]]";"20"
"22";"19";"[[1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [5, 1], [5, 1], [6, 1], [6, 1], [6, 1], [6, 1], [6, 1], [5, 2], [3, 3], [6, 3], [4, 4], [4, 4], [6, 4], [9, 4], [16, 15]]";"20"
"18";"39";"[[1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [6, 1], [7, 1], [7, 1], [8, 1], [13, 1], [26, 1], [39, 1], [2, 2], [16, 2], [39, 2], [5, 4], [9, 4], [25, 4], [39, 8]]";"20"
"10";"27";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [8, 1], [14, 1], [17, 1], [20, 1], [22, 1], [19, 2], [6, 4], [27, 4]]";"20"
"16";"24";"[[2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [4, 1], [6, 1], [6, 1], [6, 1], [14, 1], [4, 2], [24, 2], [7, 3], [12, 3], [14, 3], [20, 3], [5, 4], [23, 4]]";"20"
"12";"33";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [5, 1], [6, 1], [6, 1], [6, 1], [7, 1], [8, 1], [11, 1], [12, 1], [15, 1], [3, 2], [19, 2], [33, 2], [33, 2], [33, 4]]";"20"
"22";"26";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [5, 1], [6, 1], [6, 1], [8, 1], [10, 1], [12, 1], [12, 1], [14, 1], [16, 1], [5, 3], [9, 5], [12, 5], [22, 16]]";"20"
"18";"33";"[[5, 1], [5, 1], [7, 1], [7, 1], [8, 1], [8, 1], [11, 1], [11, 1], [16, 1], [25, 1], [25, 1], [4, 2], [5, 2], [9, 2], [4, 3], [5, 3], [28, 3], [9, 5], [10, 5], [28, 8]]";"20"
"40";"37";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [6, 1], [6, 1], [15, 1], [3, 2], [9, 2], [17, 2], [37, 15], [37, 22]]";"20"
"38";"33";"[[1, 1], [4, 1], [4, 1], [4, 1], [6, 1], [7, 1], [8, 1], [19, 1], [24, 1], [25, 1], [2, 2], [2, 2], [4, 2], [6, 4], [10, 4], [13, 4], [13, 4], [15, 4], [24, 7], [37, 20]]";"20"
"31";"37";"[[1, 1], [1, 1], [1, 1], [3, 1], [4, 1], [5, 1], [5, 1], [7, 1], [9, 1], [9, 1], [13, 1], [13, 1], [14, 1], [16, 2], [19, 6], [19, 8], [15, 10], [15, 11], [16, 14], [15, 15]]";"20"
"10";"28";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [6, 1], [6, 1], [6, 1], [7, 1], [8, 1], [20, 1], [22, 1], [28, 1], [3, 2], [4, 2], [22, 3], [21, 4]]";"20"
"35";"14";"[[1, 1], [1, 1], [1, 1], [1, 1], [5, 1], [5, 1], [8, 1], [8, 1], [10, 1], [16, 1], [24, 1], [4, 2], [5, 2], [5, 2], [6, 3], [8, 3], [4, 4], [6, 4], [16, 6], [34, 6]]";"20"
"16";"10";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [5, 1], [6, 1], [6, 1], [6, 1], [6, 1], [6, 1], [7, 1], [2, 2], [4, 2], [4, 2], [6, 2], [4, 4], [4, 4], [4, 4], [6, 5]]";"20"
"26";"31";"[[1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [5, 1], [8, 1], [10, 1], [13, 1], [14, 1], [15, 1], [28, 1], [28, 1], [3, 2], [4, 3], [20, 3], [28, 4], [30, 16]]";"20"
"19";"22";"[[1, 1], [1, 1], [3, 1], [3, 1], [3, 1], [3, 1], [6, 1], [9, 1], [10, 1], [2, 2], [3, 2], [7, 2], [13, 2], [16, 2], [16, 2], [9, 3], [9, 3], [11, 3], [7, 5], [13, 11]]";"20"
"27";"21";"[[2, 1], [4, 1], [4, 1], [4, 1], [11, 1], [11, 1], [11, 1], [3, 2], [4, 2], [4, 2], [4, 2], [11, 2], [16, 2], [4, 3], [4, 4], [14, 4], [16, 4], [16, 5], [16, 6], [16, 7]]";"20"
"37";"37";"[[3, 1], [3, 1], [4, 1], [4, 1], [6, 1], [7, 1], [13, 1], [24, 1], [25, 1], [33, 1], [36, 1], [36, 1], [6, 2], [13, 2], [13, 2], [13, 4], [33, 4], [33, 4], [30, 13], [27, 15]]";"20"
"37";"29";"[[1, 1], [2, 1], [4, 1], [4, 1], [4, 1], [4, 1], [5, 1], [5, 1], [5, 1], [6, 1], [7, 1], [14, 1], [14, 1], [20, 1], [21, 1], [24, 1], [24, 1], [3, 3], [36, 4], [36, 21]]";"20"
"38";"25";"[[1, 1], [4, 1], [5, 1], [5, 1], [8, 1], [10, 1], [12, 1], [25, 1], [37, 1], [37, 1], [37, 1], [7, 2], [6, 3], [8, 3], [11, 3], [18, 3], [6, 4], [10, 4], [11, 4], [37, 14]]";"20"
"19";"22";"[[1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [7, 1], [7, 1], [7, 1], [7, 1], [8, 1], [8, 1], [2, 2], [3, 2], [4, 3], [10, 3], [22, 3], [11, 7], [15, 11]]";"20"
"39";"29";"[[1, 1], [1, 1], [1, 1], [1, 1], [3, 1], [4, 1], [4, 1], [6, 1], [6, 1], [8, 1], [9, 1], [9, 1], [10, 1], [7, 2], [17, 2], [38, 2], [38, 2], [38, 4], [18, 6], [32, 19]]";"20"
"12";"19";"[[1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [6, 1], [7, 1], [7, 1], [8, 1], [9, 1], [3, 2], [6, 2], [9, 2], [4, 4], [7, 4], [7, 4], [9, 4], [6, 5]]";"20"
"27";"10";"[[2, 1], [2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [16, 1], [16, 1], [16, 1], [16, 1], [2, 2], [3, 2], [4, 2], [8, 2], [9, 2], [9, 2], [9, 2], [4, 3], [9, 4], [9, 6]]";"20"
"35";"14";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [6, 1], [6, 1], [6, 1], [25, 1], [2, 2], [23, 2], [25, 2], [3, 3], [4, 3], [7, 3], [6, 5], [7, 6], [25, 9]]";"20"
"38";"13";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [6, 1], [7, 1], [7, 1], [10, 1], [16, 1], [21, 1], [21, 1], [21, 1], [25, 1], [37, 1], [8, 2], [13, 2], [16, 4], [35, 6]]";"20"
"19";"40";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [5, 1], [2, 2], [3, 2], [4, 3], [6, 3], [7, 3], [16, 3], [39, 16]]";"20"
"38";"29";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 1], [8, 1], [8, 1], [19, 1], [20, 1], [23, 1], [24, 1], [24, 2], [13, 6], [8, 8], [16, 9], [22, 13], [24, 15]]";"20"
"34";"27";"[[1, 1], [1, 1], [3, 1], [4, 1], [4, 1], [8, 1], [8, 1], [9, 1], [16, 1], [17, 1], [23, 1], [25, 1], [25, 1], [33, 1], [33, 1], [4, 3], [10, 4], [7, 5], [27, 5], [27, 18]]";"20"
"27";"32";"[[1, 1], [4, 1], [6, 1], [6, 1], [8, 1], [9, 1], [9, 1], [13, 1], [13, 1], [19, 1], [19, 1], [10, 2], [16, 2], [8, 3], [10, 3], [10, 3], [8, 6], [16, 11], [16, 11], [17, 13]]";"20"
"24";"22";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [5, 1], [5, 1], [8, 1], [12, 1], [2, 2], [4, 2], [6, 2], [4, 3], [6, 4], [6, 4], [9, 6], [10, 8], [12, 9], [16, 10]]";"20"
"16";"13";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [5, 1], [9, 1], [3, 2], [4, 2], [13, 2], [5, 3], [10, 3], [4, 4], [5, 4], [7, 4], [5, 5]]";"20"
